전체순위,광역순위,기초순위,지역명_정책,지역유형,행정적_강도,집중도_지수,청년1인당_정책예산_원,전체1인당_총예산_원,재정자립도,총예산_백만원,청년정책예산_백만원,청년인구,전체인구,일자리_점수,일자리_정책수,주거_점수,주거_정책수,교육_점수,교육_정책수,복지·문화_점수,복지·문화_정책수,참여·권리_점수,참여·권리_정책수,전략적_강도,엔트로피,정규화_엔트로피,행정적_강도_정규화,전략적_강도_정규화,종합점수,지역명_정제,지역명_이동,전입,전출,순이동,순이동률_인구대비
35,0,29,대구광역시 달서구,기초자치단체,0.0245659128969124,0.0052475997596348,10342.99186249905,1970994.8045311305,0.211,1018223.8,1224.0,118341,516604,0.7930692900011372,6,0.5451988715434295,1,0.6866271535089449,2,0.912908923643149,7,0.8948517107873377,6,4.722129526657165,2.065293688498338,0.8894735771731667,0.0255879278229743,0.8181476409152802,0.4218677843691273,대구광역시 달서구,대구광역시 달서구,21921,25935,-4014,-3.391864257829004
37,0,30,충청남도 천안시,기초자치단체,0.0264389615492988,0.0083589703336358,34860.82262620321,4170468.5188229494,0.312,2663740.8,5689.6,163209,638715,0.7930692900011372,6,0.8255176774251182,2,0.4058001932212103,1,0.9240458189988856,11,0.8948517107873377,6,4.690361456085162,1.9668513406924717,0.8470767656514723,0.0275826207486197,0.8114269479076406,0.4195047843281302,충청남도 천안시,충청남도 천안시,39255,38637,618,0.3786532687948042
38,0,31,경기도 안양시,기초자치단체,0.0217074260985156,0.0086901195607987,37306.56083707513,4292985.910730821,0.396,2234662.3,4578.0,122713,520538,0.9240016830895944,14,0.9216772058072776,4,0.1939941972355606,0,0.8596596586835148,5,0.9241418172719345,16,4.710885807631272,1.77482249108678,0.88741124554339,0.022543797929419,0.815768976348104,0.4191563871387615,경기도 안양시,경기도 안양시,23555,22533,1022,0.8328308098505467
39,0,32,전라북도 고창군,기초자치단체,0.1624387154874594,0.0139337215850972,247110.33274956216,17734697.16905055,0.079,835694.4,1411.0,5710,47122,0.5397404182225715,4,0.2160958818106532,0,0.6866271535089449,2,0.7835040786528417,4,0.7629239408276237,4,3.963997505480008,1.9502120649147463,0.9751060324573732,0.1724148154299176,0.6577610489110609,0.4150879321704893,전라북도 고창군,전라북도 고창군,939,1262,-323,-5.655752057433024
40,0,33,충청북도 영동군,기초자치단체,0.180559050792556,0.0162267221559386,292517.4950654943,18026899.84177974,0.0819999999999999,751974.1,1630.2,5573,41714,0.8897408115865028,8,0.8255176774251182,2,0.1939941972355606,0,0.8962857501780289,6,0.1456148539583952,0,3.838012797526521,1.4056390622295665,0.886859507142915,0.1917119674805858,0.6311083586290539,0.4114101630548198,충청북도 영동군,충청북도 영동군,943,1213,-270,-4.843918191603875
41,0,34,경상남도 창원시,기초자치단체,0.0252981843562071,0.0079937205006269,33089.760199091594,4139469.2492058338,0.312,3991354.9,6462.0,195287,964219,0.9241392669318614,17,0.8255176774251182,2,0.1939941972355606,0,0.9227941680147312,9,0.8948517107873377,6,4.606117142217374,1.6896402436455298,0.8448201218227649,0.0263677563114902,0.7936046451693806,0.4099862007404354,경상남도 창원시,경상남도 창원시,39328,43506,-4178,-2.139404366883782
42,0,35,전라북도 김제시,기초자치단체,0.2239265463567546,0.0253488918349771,366804.7550432277,14470248.14461906,0.1009999999999999,1078221.6,4073.0,11104,74513,0.2523224799936896,2,0.9057811183434152,3,0.4058001932212103,1,0.6447143861010182,3,0.3954091969794811,2,3.564983168024749,2.231270254607576,0.9609557933859342,0.2378959448666797,0.5733475853484709,0.4056217651075753,전라북도 김제시,전라북도 김제시,2238,2607,-369,-3.3228275551553352
43,0,36,강원도 평창군,기초자치단체,0.3812357382185803,0.0533706613438628,909864.7971957936,17048033.02574065,0.115,631834.2,3634.0,3994,37062,0.3802565805521698,3,0.2160958818106532,0,0.8464558322376003,3,0.1748538108433025,0,0.1456148539583952,0,2.763276959402121,1.0,1.0,0.4054215090029887,0.4037426577133666,0.4045820833581777,강원도 평창군,강원도 평창군,837,965,-128,-3.2040050062578223
44,0,37,경상남도 진주시,기초자치단체,0.0412398669739852,0.0079993878720535,55684.90225522476,6961145.420859519,0.19,2299433.4,4042.0,72587,330324,0.9209753976083528,11,0.5451988715434295,1,0.8464558322376003,3,0.9200174426536876,8,0.3954091969794811,2,4.442686092229714,1.8915107774877753,0.8146293512071627,0.0433447640897201,0.7590299953682914,0.4011873797290057,경상남도 진주시,경상남도 진주시,16039,16689,-650,-0.8954648151209567
45,0,38,충청북도 제천시,기초자치단체,0.173322455727189,0.0263056837780231,272790.32467813947,10370014.59380574,0.139,1279037.6,6293.0,23069,123340,0.7930692900011372,6,0.8255176774251182,2,0.9023945550547576,4,0.1748538108433025,0,0.1456148539583952,0,3.762070022997015,1.4591479170272446,0.920619835714305,0.1840053951156569,0.6150422877417961,0.3995238414287265,충청북도 제천시,충청북도 제천시,4990,6019,-1029,-4.4603381014304295
46,0,39,광주광역시 동구,기초자치단체,0.192392088809918,0.0330947280401931,136367.10405859016,4120508.375018948,0.156,434927.9,3575.0,26216,105552,0.3802565805521698,3,0.2160958818106532,0,0.4058001932212103,1,0.8596596586835148,5,0.8948517107873377,6,3.647632556828238,1.781937063546704,0.890968531773352,0.2043134966464477,0.5908324737731029,0.3975729852097753,광주광역시 동구,광주광역시 동구,6933,6620,313,1.1938818323988252
47,0,40,강원도 원주시,기초자치단체,0.0097692706826439,0.0018652576985948,9418.207239397234,5049279.38187427,0.19,1751367.8,727.5,77244,346855,0.7930692900011372,6,0.2160958818106532,0,0.9232107446220688,6,0.8596596586835148,5,0.7629239408276237,4,4.545661311070314,1.981403590250632,0.990701795125316,0.009830324564509,0.7808149140228132,0.3953226192936611,강원도 원주시,강원도 원주시,17958,18021,-63,-0.08155867693701858
48,0,41,서울특별시 은평구,기초자치단체,0.0291817605678252,0.0053597213705871,13721.584924449891,2560130.2709037517,0.181,1131582.7,1433.0,104434,442002,0.6879324664733812,5,0.8255176774251182,2,0.1939941972355606,0,0.8596596586835148,5,0.8948517107873377,6,4.4155555459593865,1.907199670708948,0.953599835354474,0.0305035495732669,0.7532903936446309,0.3918969716089489,서울특별시 은평구,서울특별시 은평구,22592,19934,2658,2.5451237611911712
49,0,42,충청남도 청양군,기초자치단체,0.1814041973854316,0.0186965693075315,422165.2786675209,22579825.834542815,0.094,622300.0,1318.0,3122,27560,0.6879324664733812,5,0.9057811183434152,3,0.1939941972355606,0,0.6447143861010182,3,0.1456148539583952,0,3.5493437604295783,1.5394847569315018,0.9713067383178076,0.1926120017257158,0.5700389910468352,0.3813254963862755,충청남도 청양군,충청남도 청양군,812,1022,-210,-6.724303554274735
